circRNA	esophagus1	esophagus2	esophagus3	esophagus4	sigmoid_colon1	sigmoid_colon2	sigmoid_colon3	sigmoid_colon4
chr2_15275484_15352081_rev	0	0	0	0	0	0	0	8
chr2_15287073_15309247_rev	0	0	0	0	0	0	0	5
chr2_15292537_15330765_rev	0	0	2	0	0	0	0	0
chr2_15292537_15366693_rev	0	0	0	0	0	0	0	0
chr2_15327750_15330765_rev	0	0	1	0	0	0	0	0
chr2_15327750_15402301_rev	0	0	0	0	0	10	0	0
chr2_15327750_15427794_rev	0	0	0	0	0	0	0	5
chr2_15327750_15478289_rev	0	0	0	0	0	3	0	0
chr2_15351992_15356416_rev	0	0	4	0	0	0	0	0
chr2_15351992_15417712_rev	0	0	1	0	0	0	0	0
chr2_15351992_15427794_rev	0	2	0	0	0	0	0	0
chr2_15351992_15478289_rev	0	0	0	0	0	0	2	0
chr2_15366580_15417712_rev	0	0	0	0	0	0	0	2
chr2_15374608_15379831_rev	0	0	1	0	0	0	0	0
chr2_15374608_15427794_rev	0	5	2	0	0	0	3	9
chr2_15374608_15478289_rev	0	0	0	0	0	0	0	0
chr2_15379602_15478289_rev	0	0	2	0	0	0	0	0
chr2_15394227_15402301_rev	0	0	0	0	0	0	0	0
chr2_15394227_15417712_rev	0	0	2	0	0	0	0	0
chr2_15394227_15427794_rev	0	0	3	0	0	0	3	0
chr2_15394227_15478289_rev	0	0	1	0	0	0	0	0
chr2_15402168_15427794_rev	0	0	0	0	0	0	0	4
chr2_15415546_15417712_rev	0	0	1	0	0	0	0	0
chr2_15415546_15478289_rev	0	0	0	0	0	0	0	0
chr2_15415546_15511350_rev	0	0	0	0	3	0	0	0
chr2_15424315_15478289_rev	0	0	0	0	0	0	0	0
chr2_15424315_15511350_rev	0	0	0	0	0	0	2	0
chr2_15427711_15511350_rev	0	0	1	0	0	0	0	0
chr2_15461201_15461791_rev	0	0	0	0	0	0	0	0
chr2_15461201_15478289_rev	0	0	3	2	0	5	13	0
chr2_15461201_15489022_rev	0	0	0	0	0	3	0	0
chr2_15461201_15511350_rev	0	0	0	0	0	0	0	2
chr2_15461201_15536551_rev	0	0	0	0	0	0	0	0
chr2_15475687_15478289_rev	0	0	0	0	0	0	0	2
chr2_15488894_15511350_rev	3	17	1	7	5	22	13	4
chr2_15488894_15534641_rev	3	1	0	0	3	0	0	7
chr2_15488894_15539356_rev	0	0	0	0	0	2	4	0
chr2_15504145_15539356_rev	0	0	0	0	0	3	0	0
chr2_15511212_15539356_rev	0	0	0	1	0	0	0	0
chr2_15534543_15539356_rev	0	0	0	0	0	0	7	0
chr2_203057453_203041765_fwd	0	3	2	0	0	5	0	0
chr2_203057453_203056427_fwd	0	0	15	0	2	20	5	2
chr2_203077837_203041765_fwd	0	0	0	0	0	3	0	0
chr2_203084569_203056427_fwd	0	0	0	0	0	0	0	0
chr2_203084569_203083219_fwd	0	0	5	0	0	4	4	5
chr2_203099712_203056427_fwd	0	0	0	0	0	2	0	0
chr2_203116070_203110150_fwd	0	0	0	0	0	0	0	0
chr2_203126926_203110150_fwd	0	3	2	0	2	14	2	0
chr2_203126926_203122254_fwd	0	0	0	1	0	0	0	0
chr2_203132132_203127781_fwd	0	0	0	0	2	0	0	0
chr2_203133146_203110150_fwd	0	0	0	0	0	6	0	0
chr2_203133146_203125960_fwd	0	0	0	0	0	4	0	0
chr2_203136774_203107420_fwd	0	0	0	0	0	0	0	0
chr2_203136774_203133058_fwd	0	0	0	0	0	0	0	3
chr2_203138748_203138162_fwd	0	0	0	0	0	3	0	0
chr2_203166297_203166149_fwd	0	0	0	0	0	0	0	3
chr2_203169851_203110150_fwd	0	0	0	0	1	0	0	0
chr2_203169851_203167227_fwd	0	0	0	0	0	0	0	8
chr2_203175287_203171928_fwd	0	0	0	0	0	0	0	3
chr2_203188589_203172729_fwd	0	0	0	0	0	0	0	0
chr2_203190389_203172729_fwd	0	0	0	0	0	0	0	0
chr2_203199447_203157699_fwd	0	0	2	0	0	0	0	0
chr2_203199447_203193795_fwd	0	4	5	2	0	0	0	0
chr2_203209322_203208637_fwd	0	0	0	0	0	0	0	0
chr2_203213653_203208637_fwd	0	0	0	0	0	0	4	0
chr2_203217350_203193795_fwd	0	0	0	0	0	5	0	0
chr2_96354388_96351831_fwd	0	0	0	2	0	0	0	0
chr2_182934752_182935375_rev	0	0	5	1	0	5	4	2
chr2_182934752_182989186_rev	0	0	0	0	0	0	0	2
chr2_182942070_182964808_rev	0	0	0	0	0	0	0	0
chr2_182952405_182953331_rev	0	0	9	4	7	38	15	9
chr2_182952405_182957596_rev	0	0	2	0	0	0	0	0
chr2_182952405_182964808_rev	0	0	0	0	0	12	0	0
chr2_182952405_182967361_rev	0	0	0	0	0	0	0	5
chr2_182952405_183023916_rev	0	0	0	1	0	0	0	0
chr2_182956462_182989186_rev	0	0	0	0	0	2	0	0
chr2_182962159_182967361_rev	0	0	0	0	0	0	0	0
chr2_182967216_182981376_rev	0	0	0	0	0	0	0	0
chr2_182967216_182983382_rev	0	0	2	0	0	0	0	0
chr2_182967216_182989186_rev	0	0	0	0	0	4	0	0
chr2_182967216_183023916_rev	0	0	0	0	0	0	0	0
chr2_182976893_182989186_rev	0	0	0	0	0	0	0	3
chr2_182976893_183003325_rev	0	0	0	0	0	3	0	0
chr2_182994839_182995838_rev	0	0	0	0	0	0	0	0
chr2_183001953_183003325_rev	0	0	2	0	0	0	4	2
chr2_183001953_183023916_rev	1	0	3	0	0	9	0	0
chr2_24556055_24554389_fwd	0	0	0	0	0	0	0	6
chr2_24564430_24554389_fwd	0	0	0	0	0	0	0	0
chr2_24584560_24554389_fwd	0	0	0	0	11	17	0	7
chr2_24584560_24556015_fwd	0	0	0	0	0	0	0	0
chr2_24584560_24564295_fwd	0	0	0	0	0	5	0	8
chr2_24658766_24556015_fwd	0	0	0	0	0	0	0	5
chr2_24658766_24564295_fwd	0	0	5	0	0	0	0	3
chr2_24658766_24643966_fwd	0	0	0	0	0	2	0	0
chr2_24673463_24584476_fwd	0	0	0	0	0	0	0	4
chr2_24673463_24643966_fwd	0	0	3	0	0	4	0	0
chr2_24683128_24643966_fwd	0	0	0	0	0	5	0	4
chr2_24697798_24673366_fwd	0	0	0	0	2	0	0	0
chr2_24697798_24691481_fwd	0	0	2	0	0	0	0	0
chr2_24697798_24693252_fwd	0	0	0	0	0	0	0	0
chr2_24711111_24643966_fwd	0	0	0	0	0	0	0	0
chr2_24726706_24693252_fwd	0	0	0	0	0	8	0	0
chr2_24742186_24739432_fwd	0	0	1	0	0	0	0	0
chr2_24758156_24739432_fwd	0	0	0	0	0	0	0	0
chr2_239990074_240007370_rev	0	0	0	2	0	13	0	0
chr2_239990074_240011696_rev	0	0	6	1	2	4	0	6
chr2_239990074_240014860_rev	0	0	0	0	0	5	0	10
chr2_239990074_240022340_rev	0	0	0	1	0	9	16	0
chr2_240005210_240007370_rev	0	0	0	1	0	0	0	0
chr2_240014739_240022340_rev	0	0	0	1	0	0	0	0
chr2_37248426_37237757_fwd	0	0	0	0	0	0	0	0
chr2_206126539_206152510_rev	0	0	0	1	1	0	4	0
chr2_206126539_206153682_rev	3	0	4	0	0	2	0	0
chr2_206127797_206127972_rev	0	0	0	2	0	0	0	0
chr2_206127797_206130242_rev	2	0	12	1	28	58	5	51
chr2_206127797_206133105_rev	0	0	0	0	0	0	0	3
chr2_206127797_206142069_rev	0	0	8	0	0	3	0	0
chr2_206127797_206152510_rev	0	0	0	0	0	0	2	0
chr2_206127797_206153682_rev	0	0	0	0	8	0	0	0
chr2_206132945_206138614_rev	0	0	0	0	0	0	0	3
chr2_206132945_206152510_rev	0	0	0	0	0	0	0	0
chr2_206138485_206142831_rev	0	0	0	0	0	0	0	0
chr2_206138485_206152510_rev	0	0	1	0	0	0	0	0
chr2_206141941_206142831_rev	0	0	0	8	0	9	0	0
chr2_206141941_206145026_rev	0	0	0	0	0	0	0	0
chr2_206141941_206152510_rev	0	0	0	0	0	0	0	0
chr2_206144018_206149925_rev	0	0	0	1	0	0	0	0
chr2_206149020_206152510_rev	0	0	9	0	5	23	2	18
chr2_206149020_206153682_rev	0	0	0	0	0	8	4	0
chr2_190510361_190525378_rev	0	1	0	0	0	0	0	0
chr2_190517520_190519183_rev	0	0	0	0	0	0	0	0
chr2_177232392_177234271_rev	0	0	2	0	0	2	0	0
chr2_177233250_177234271_rev	0	0	0	5	0	0	0	0
chr2_69400364_69406082_rev	0	0	0	0	0	0	0	0
chr2_69400364_69423717_rev	0	0	0	0	4	0	0	0
chr2_69400364_69432005_rev	0	0	0	0	0	0	0	0
chr2_69406022_69432005_rev	0	0	0	0	0	3	0	0
chr2_69415185_69423717_rev	0	0	3	0	0	0	0	0
chr2_69415185_69432005_rev	0	0	5	0	0	8	0	0
chr2_69419538_69423717_rev	0	0	0	0	2	0	3	0
chr2_69419538_69432005_rev	0	0	0	0	0	0	0	9
chr2_121730893_121732204_rev	0	0	0	0	0	2	0	0
chr2_151275484_151275864_rev	0	0	0	0	0	3	0	0
chr2_151275484_151282954_rev	0	0	0	0	0	3	0	0
chr2_10600853_10644372_rev	0	11	1	0	4	0	0	0
chr2_10600853_10654547_rev	0	0	0	0	0	2	0	0
chr2_10602776_10607311_rev	0	0	0	0	0	0	0	2
chr2_10607185_10644372_rev	0	6	0	0	0	0	0	0
chr2_10607185_10668723_rev	1	0	0	0	0	0	0	0
chr2_10644320_10654547_rev	0	0	1	0	0	0	0	0
chr2_10644320_10668723_rev	0	0	0	2	10	9	10	24
chr2_10644320_10671690_rev	0	0	0	0	0	0	0	0
chr2_10657742_10668723_rev	0	0	0	0	0	4	0	0
chr2_10659172_10668723_rev	0	0	6	0	0	6	10	0
chr2_10662959_10668723_rev	0	0	0	0	0	0	0	0
chr2_202284481_202282351_fwd	0	0	0	0	0	2	0	2
chr2_202287724_202282351_fwd	0	1	5	0	0	7	3	0
chr2_202292903_202292777_fwd	0	0	0	1	0	0	0	0
chr2_202295837_202290323_fwd	0	4	3	0	0	2	0	6
chr2_202295837_202292777_fwd	0	0	0	0	2	0	0	0
chr2_202297906_202297379_fwd	0	0	0	0	0	0	0	0
chr2_168834325_168824634_fwd	0	0	0	0	0	0	0	0
chr2_168843117_168828158_fwd	0	0	0	0	0	0	0	0
chr2_168855460_168828158_fwd	0	0	4	0	0	0	0	0
chr2_100937842_100925146_fwd	0	0	1	0	0	0	0	0
chr2_100949480_100932910_fwd	0	0	1	0	0	0	0	3
chr2_100949480_100937753_fwd	0	0	0	2	0	0	0	0
chr2_100965766_100964058_fwd	0	0	0	0	0	0	0	0
chr2_100990872_100988079_fwd	0	0	0	0	6	0	0	0
chr2_110143542_110150256_rev	0	0	1	0	0	0	0	3
chr2_110143542_110161697_rev	0	0	0	0	1	0	0	2
chr2_110160127_110163135_rev	0	0	2	0	0	0	0	0
chr2_110160127_110169998_rev	0	0	0	0	0	4	0	0
chr2_110161603_110163132_rev	0	0	0	0	2	0	0	3
chr2_110161603_110163135_rev	0	0	3	0	3	3	0	0
chr2_110161603_110201494_rev	0	0	0	0	0	2	0	0
chr2_110201421_110202479_rev	0	0	0	0	0	0	0	0
chr2_205726082_205723785_fwd	0	0	0	0	0	5	0	0
chr2_205728046_205697544_fwd	0	0	0	1	0	0	0	0
chr2_205728046_205722478_fwd	0	0	0	0	0	0	0	0
chr2_205745890_205743203_fwd	0	0	0	0	0	2	0	0
chr2_205752975_205740519_fwd	0	0	0	0	0	0	0	0
chr2_205752975_205745746_fwd	0	0	0	0	4	0	0	0
chr2_205752975_205749725_fwd	0	0	0	0	2	0	0	0
chr2_205763936_205763674_fwd	0	0	0	0	0	0	0	0
chr2_205766803_205763674_fwd	0	0	3	0	0	0	0	0
chr2_205766818_205763674_fwd	0	0	0	0	0	0	0	0
chr2_50053271_50055044_rev	0	0	0	0	0	11	0	0
chr2_50620022_50623615_rev	0	0	0	1	0	0	4	0
chr2_183130545_183128287_fwd	0	0	10	0	0	4	0	0
chr2_183133623_183128287_fwd	0	0	0	1	0	0	0	0
chr2_183159652_183133566_fwd	0	0	7	0	0	0	0	0
chr2_219565242_219568324_rev	0	0	0	0	6	0	0	0
chr2_219566830_219568324_rev	0	0	5	3	0	6	0	20
chr2_219567273_219568324_rev	0	0	0	0	0	0	0	0
chr2_174123180_174142000_rev	0	1	2	0	0	0	0	0
chr2_174123180_174229451_rev	0	0	0	1	0	0	0	0
chr2_174141825_174142000_rev	0	0	0	0	0	0	0	0
chr2_174229308_174246815_rev	0	0	0	0	0	6	0	0
chr2_200913295_200926900_rev	0	0	0	0	0	0	0	0
chr2_200913295_200937966_rev	0	0	0	0	0	6	3	0
chr2_200920222_200921139_rev	0	0	0	0	0	6	0	0
chr2_200920222_200926900_rev	0	0	0	0	0	0	0	0
chr2_200925836_200933974_rev	0	0	1	0	0	0	0	0
chr2_200925836_200935892_rev	0	0	0	0	2	0	0	0
chr2_200931339_200933974_rev	0	0	0	0	0	0	0	0
chr2_200931339_200958133_rev	0	0	2	0	0	11	0	0
chr2_200933876_200937966_rev	0	0	4	0	13	0	2	0
chr2_200935699_200937966_rev	0	0	1	0	0	0	0	0
chr2_200942685_200958133_rev	0	2	0	0	0	0	0	0
chr2_200949554_200958133_rev	0	0	3	1	0	0	0	0
chr2_147948051_147975975_rev	0	0	0	0	3	0	0	0
chr2_147972739_147975975_rev	0	16	102	5	19	194	60	189
chr2_147972739_147982081_rev	0	0	8	0	12	35	18	24
chr2_189752849_189754064_rev	0	0	0	0	0	12	0	0
chr2_189753916_189754345_rev	0	0	0	0	0	9	0	0
chr2_71189845_71190021_rev	0	0	0	0	0	0	3	0
chr2_60780779_60771519_fwd	0	0	0	0	0	0	11	0
chr2_60780779_60775034_fwd	2	0	0	0	0	0	0	0
chr2_60783209_60782686_fwd	0	0	0	1	0	0	0	0
chr2_60787620_60782686_fwd	0	0	0	0	2	5	0	0
chr2_60787620_60786947_fwd	0	0	0	0	0	5	0	0
chr2_60792289_60779637_fwd	0	0	0	0	0	0	0	2
chr2_60792289_60786947_fwd	0	0	3	0	2	4	0	0
chr2_205047690_204965152_fwd	0	0	0	0	0	3	0	0
chr2_205047690_205047581_fwd	0	0	0	0	4	0	0	0
chr2_205125737_205104426_fwd	0	0	2	0	0	0	0	3
chr2_205185863_205158722_fwd	0	0	1	0	0	5	8	13
chr2_205185863_205172211_fwd	0	0	0	0	3	7	0	0
chr2_205193320_205158722_fwd	0	2	16	0	11	65	44	37
chr2_205193320_205172211_fwd	0	0	5	0	0	53	17	42
chr2_205301701_205300530_fwd	0	0	2	0	6	15	16	12
chr2_205440672_205401013_fwd	0	0	0	0	2	0	5	2
chr2_205440672_205440370_fwd	1	0	31	1	14	195	31	198
chr2_241112240_241115413_rev	0	0	0	0	0	0	0	2
chr2_241140521_241140753_rev	8	5	7	0	0	3	6	0
chr2_241140521_241143074_rev	0	0	0	7	0	0	0	0
chr2_69988446_70051305_rev	0	0	0	0	0	6	0	0
chr2_69988742_69996888_rev	0	0	6	7	0	4	0	11
chr2_69988742_70018131_rev	0	0	2	0	0	0	0	0
chr2_69996686_70015580_rev	0	0	0	0	0	10	0	0
chr2_69996686_70032255_rev	0	0	4	0	0	0	0	0
chr2_69996686_70051305_rev	0	0	0	0	0	3	0	0
chr2_70051203_70053792_rev	0	0	0	0	0	0	0	3
chr2_70051203_70085624_rev	0	0	0	0	0	0	0	2
chr2_70077301_70085624_rev	0	0	0	2	0	0	0	0
chr2_74505952_74506252_rev	0	0	3	0	0	0	0	0
chr2_70261386_70259360_fwd	0	0	0	0	0	0	0	4
chr2_70275666_70274959_fwd	0	0	0	0	0	3	0	0
chr2_100569721_100566503_fwd	0	8	0	0	0	0	0	0
chr2_100571798_100569578_fwd	0	8	0	0	0	0	2	0
chr2_182185892_182264414_rev	0	0	0	0	3	0	0	0
chr2_182205940_182264414_rev	0	0	0	0	3	0	0	0
chr2_182223864_182240292_rev	0	0	0	0	0	3	0	0
chr2_182223864_182264414_rev	0	0	0	0	0	0	4	0
chr2_231737187_231739202_rev	0	0	4	0	0	0	0	0
chr2_10784934_10793202_rev	0	0	1	0	0	0	0	0
chr2_10787281_10789889_rev	0	0	0	0	0	3	0	0
chr2_10788697_10789889_rev	0	0	0	0	7	0	0	0
chr2_10788697_10790833_rev	0	0	0	0	0	0	3	4
chr2_10788697_10793202_rev	0	0	0	0	0	0	0	0
chr2_10790719_10793202_rev	0	0	1	0	0	0	0	0
chr2_10791795_10793202_rev	0	0	0	0	0	0	0	2
chr2_10791795_10797757_rev	0	0	0	0	0	0	0	6
chr2_10797081_10797757_rev	0	0	0	1	0	0	0	0
chr2_10797081_10802640_rev	0	0	0	0	0	0	0	0
chr2_172562291_172558708_fwd	0	0	2	0	0	0	0	0
chr2_172565073_172558708_fwd	0	0	0	0	0	0	0	0
chr2_172565073_172562220_fwd	0	0	0	0	0	0	0	5
chr2_172566933_172558708_fwd	0	2	1	0	0	5	0	0
chr2_172566933_172562220_fwd	0	0	2	0	0	0	0	0
chr2_172570824_172558708_fwd	0	0	0	0	0	2	0	0
chr2_172570824_172568741_fwd	0	0	0	2	0	0	0	0
chr2_172593048_172568741_fwd	0	0	1	0	0	0	0	0
chr2_172596023_172568741_fwd	0	0	0	0	0	0	0	0
chr2_172596023_172570726_fwd	0	0	0	0	0	4	3	0
chr2_216039191_216058976_rev	0	0	0	0	0	5	0	0
chr2_64096125_64100499_rev	0	0	0	0	0	0	0	5
chr2_64100398_64108379_rev	0	0	0	0	0	6	2	0
chr2_238268056_238277955_rev	0	0	0	0	0	2	0	0
chr2_238275743_238277955_rev	2	0	12	0	0	5	3	10
chr2_61032113_61031419_fwd	17	0	0	3	5	19	16	16
chr2_196875746_196898369_rev	0	0	0	5	0	0	0	0
chr2_196880076_196885880_rev	0	0	0	0	0	0	2	0
chr2_196890828_196898369_rev	0	0	0	0	0	3	14	6
chr2_196890828_196902742_rev	0	0	0	0	0	2	0	0
chr2_196902585_196922186_rev	0	7	0	0	0	0	0	0
chr2_196912882_196920150_rev	0	0	1	0	0	0	0	0
chr2_196912882_196922186_rev	0	6	4	1	0	4	3	5
chr2_46592475_46615185_rev	0	0	0	0	2	0	0	0
chr2_46612228_46615185_rev	0	0	0	0	0	0	0	2
chr2_208276830_208276712_fwd	0	0	1	0	0	0	0	0
chr2_208277708_208273584_fwd	0	0	0	0	2	0	0	0
chr2_208288818_208271511_fwd	0	0	1	1	0	0	0	0
chr2_208288818_208276712_fwd	0	0	0	0	0	0	11	0
chr2_208288818_208285726_fwd	0	13	0	0	0	8	0	0
chr2_208298779_208273584_fwd	0	0	0	0	0	0	0	0
chr2_208302353_208298641_fwd	0	0	0	0	1	0	0	0
chr2_208302353_208300937_fwd	0	0	0	0	0	0	0	0
chr2_208302353_208302242_fwd	0	0	1	0	0	0	0	0
chr2_208304318_208298641_fwd	0	0	1	0	0	3	0	0
chr2_208320359_208315193_fwd	0	0	0	1	0	2	0	2
chr2_208335419_208328180_fwd	0	0	0	0	0	0	0	0
chr2_208336928_208324911_fwd	0	0	0	0	0	0	0	6
chr2_208336928_208333315_fwd	0	0	0	0	0	0	0	2
chr2_208342649_208304171_fwd	0	0	0	2	0	0	0	0
chr2_208348023_208345111_fwd	1	0	11	0	0	15	6	14
chr2_42057394_42054036_fwd	0	0	0	0	0	0	0	2
chr2_158577383_158533180_fwd	0	0	0	2	0	0	0	0
chr2_158603104_158533180_fwd	0	0	0	0	0	0	0	0
chr2_158603104_158577271_fwd	0	0	0	0	0	0	0	0
chr2_158621421_158620990_fwd	0	0	7	0	0	0	0	0
chr2_158634289_158603070_fwd	0	0	0	0	0	0	0	0
chr2_158640759_158631753_fwd	0	0	2	2	0	0	0	0
chr2_158642699_158603070_fwd	0	0	1	0	0	0	0	0
chr2_158658314_158577271_fwd	0	0	0	0	0	0	0	0
chr2_158676867_158676739_fwd	0	0	2	0	0	0	0	0
chr2_159941746_159945082_rev	0	0	0	0	0	0	0	3
chr2_159949608_160022859_rev	0	0	0	0	0	2	0	0
chr2_159967539_159987358_rev	1	0	0	0	0	10	0	0
chr2_159967539_160045157_rev	0	0	3	0	0	0	0	0
chr2_160013263_160028963_rev	5	0	0	0	0	0	0	0
chr2_218618887_218618579_fwd	0	0	0	0	0	0	0	2
chr2_218622878_218618579_fwd	0	0	0	0	0	0	0	0
chr2_218630802_218629519_fwd	0	0	2	0	0	0	0	0
chr2_218634630_218629519_fwd	0	0	0	0	0	0	0	0
chr2_218634630_218630650_fwd	0	0	0	0	0	8	0	6
chr2_218634630_218632136_fwd	0	0	0	0	0	0	3	0
chr2_218634630_218634105_fwd	0	0	10	0	0	13	0	5
chr2_198089061_198083758_fwd	0	0	0	2	0	2	0	0
chr2_198101360_198088858_fwd	0	0	0	0	0	2	0	11
chr2_198103936_198083758_fwd	0	0	1	0	0	3	0	0
chr2_178495660_178485641_fwd	0	0	0	0	0	4	2	0
chr2_131130760_131125753_fwd	0	0	0	0	2	0	0	0
chr2_131130760_131126684_fwd	0	0	2	0	0	0	0	0
chr2_131140275_131132902_fwd	0	0	0	0	0	4	0	2
chr2_43695224_43692514_fwd	0	0	0	0	0	0	0	0
chr2_43704056_43697171_fwd	0	0	0	0	7	0	0	0
chr2_43704056_43699647_fwd	0	0	4	0	0	0	3	0
chr2_43706416_43699647_fwd	0	0	2	0	5	8	0	0
chr2_43720749_43692514_fwd	0	1	0	0	0	0	0	0
chr2_43720749_43703981_fwd	0	0	0	0	0	0	2	0
chr2_43729745_43726272_fwd	0	0	0	0	0	3	0	0
chr2_43731602_43731490_fwd	0	0	0	0	0	5	0	0
chr2_43738520_43712225_fwd	0	0	4	0	0	2	11	0
chr2_43738520_43720669_fwd	0	0	0	0	1	0	0	0
chr2_43738520_43726272_fwd	0	3	0	0	0	3	0	0
chr2_43741043_43712225_fwd	0	0	3	0	0	6	0	0
chr2_43745963_43720669_fwd	0	0	1	0	0	0	0	0
chr2_43745963_43740946_fwd	0	0	0	0	0	0	0	0
chr2_43745963_43742741_fwd	0	0	12	0	13	15	12	37
chr2_43759029_43712225_fwd	0	0	0	0	0	3	0	0
chr2_207908514_207931119_rev	0	0	0	0	0	0	3	0
chr2_207908514_207946512_rev	0	0	0	0	0	2	2	0
chr2_207930926_207946512_rev	0	0	1	0	0	0	0	0
chr2_207976651_208001957_rev	0	0	0	0	0	0	0	0
chr2_208001030_208001957_rev	0	0	0	0	0	0	0	0
chr2_189805754_189791790_fwd	0	1	4	2	0	14	3	0
chr2_189805754_189795769_fwd	0	4	0	0	0	0	0	0
chr2_189818180_189785346_fwd	0	0	1	0	0	0	0	0
chr2_189818180_189791790_fwd	2	4	16	4	3	48	3	24
chr2_189855128_189852655_fwd	0	0	1	0	0	0	0	0
chr2_55640627_55643425_rev	0	0	0	0	0	0	0	2
chr2_55640627_55644720_rev	0	0	0	0	0	0	0	0
chr2_55643158_55644720_rev	0	0	0	0	0	0	0	0
chr2_55646259_55647453_rev	0	0	0	0	0	5	0	0
chr2_55654900_55673079_rev	0	0	0	0	0	0	0	2
chr2_55656131_55671376_rev	0	0	0	0	0	0	3	0
chr2_55656131_55673079_rev	0	0	0	0	0	2	0	0
chr2_55661956_55673079_rev	0	0	1	0	0	0	0	0
chr2_55666991_55673079_rev	0	0	0	0	0	0	0	0
chr2_55671995_55673079_rev	0	0	0	0	0	0	0	0
chr2_55686370_55687705_rev	0	0	0	5	0	0	0	0
chr2_86065274_86081706_rev	0	0	0	0	0	0	2	0
chr2_86077859_86080978_rev	0	0	1	0	0	0	0	0
chr2_86077859_86083168_rev	0	0	0	0	0	0	0	0
chr2_86078114_86081706_rev	0	0	3	0	0	0	0	0
chr2_86080816_86080978_rev	0	0	0	0	0	0	0	0
chr2_86080816_86081706_rev	0	0	0	0	1	0	0	0
chr2_112547567_112547012_fwd	0	0	0	0	0	3	0	0
chr2_127850590_127853105_rev	0	0	0	3	0	0	0	0
chr2_169608758_169603642_fwd	0	0	0	1	0	0	0	0
chr2_169608758_169606039_fwd	0	0	2	0	0	0	0	0
chr2_169608758_169607104_fwd	0	0	0	0	0	0	0	0
chr2_169614724_169603642_fwd	0	0	3	0	0	9	0	0
chr2_200876919_200887685_rev	1	0	0	0	0	0	0	0
chr2_200885698_200887685_rev	0	0	1	0	0	0	0	0
chr2_44202045_44201186_fwd	0	0	0	0	0	0	0	0
chr2_44209327_44201186_fwd	4	0	0	0	0	4	0	0
chr2_44209327_44209210_fwd	0	0	13	5	10	12	9	2
chr2_44218537_44201186_fwd	0	0	3	0	0	0	0	0
chr2_44218537_44209210_fwd	0	0	9	8	0	11	7	9
chr2_27383952_27385879_rev	0	0	0	1	0	0	0	0
chr2_27385747_27385879_rev	0	0	1	0	0	0	0	0
chr2_28781842_28776851_fwd	0	0	0	0	0	0	0	0
chr2_28783978_28776851_fwd	0	0	0	0	1	0	0	0
chr2_28788809_28783907_fwd	0	0	7	1	0	0	2	16
chr2_28793997_28776851_fwd	0	0	4	0	0	11	0	0
chr2_28793997_28778809_fwd	0	0	1	0	0	0	0	0
chr2_48465642_48458126_fwd	0	0	2	0	0	0	0	0
chr2_48465642_48461138_fwd	0	0	1	0	0	17	0	0
chr2_48471188_48451008_fwd	0	0	0	0	0	0	0	0
chr2_48471367_48471087_fwd	0	0	0	0	0	0	0	0
chr2_48486758_48474683_fwd	0	0	0	0	0	5	0	0
chr2_48491170_48471087_fwd	0	0	4	0	0	0	0	0
chr2_48491170_48474683_fwd	0	0	6	2	0	0	18	8
chr2_48495771_48451008_fwd	0	8	0	0	0	0	0	0
chr2_48511468_48451008_fwd	0	0	2	0	0	0	0	0
chr2_48511468_48474683_fwd	0	12	0	0	0	0	0	0
chr2_48511468_48495679_fwd	0	24	9	0	0	0	0	0
chr2_48511468_48507269_fwd	2	0	1	0	0	0	0	0
chr2_241163401_241160332_fwd	0	0	4	1	0	5	0	2
chr2_68186468_68188690_rev	0	0	0	0	0	0	0	3
chr2_55558775_55558968_rev	0	0	0	0	0	0	0	2
chr2_55558775_55573777_rev	1	0	2	0	0	5	0	0
chr2_55558775_55579781_rev	0	0	0	0	0	0	0	0
chr2_55558775_55604076_rev	0	0	2	0	0	0	0	0
chr2_55564313_55568363_rev	0	0	0	0	0	0	0	0
chr2_55564313_55573777_rev	0	0	1	0	0	0	0	0
chr2_55573619_55588956_rev	0	0	0	0	0	0	0	0
chr2_55577315_55588956_rev	0	0	0	0	0	0	0	0
chr2_55581567_55581698_rev	0	0	0	1	0	0	0	0
chr2_55598416_55599039_rev	0	0	2	0	0	0	0	0
chr2_55598416_55604076_rev	0	0	4	1	0	0	0	0
chr2_27132230_27132923_rev	0	0	0	0	0	0	0	3
chr2_44319006_44323411_rev	0	0	0	0	0	0	4	0
chr2_44328937_44332656_rev	0	0	0	0	0	0	0	0
chr2_44338351_44346390_rev	0	0	4	0	0	0	0	0
chr2_45700645_45697945_fwd	0	0	0	0	0	3	0	0
chr2_45701491_45697945_fwd	0	0	0	0	0	0	0	0
chr2_45843063_45840380_fwd	0	0	0	3	0	7	0	0
chr2_45984680_45976429_fwd	0	0	0	0	0	12	5	0
chr2_46010517_46001404_fwd	0	0	0	0	27	0	5	5
chr2_46086362_46001404_fwd	0	0	0	0	0	0	0	0
chr2_37259583_37290999_rev	0	0	0	0	5	0	0	0
chr2_37260223_37290999_rev	0	0	0	0	0	3	0	0
chr2_37267430_37290999_rev	0	0	0	0	0	0	0	7
chr2_37269615_37293271_rev	0	0	0	0	0	4	0	0
chr2_37269615_37317179_rev	0	0	0	0	0	0	2	0
chr2_37282542_37293271_rev	0	0	0	0	0	0	2	0
chr2_37289356_37290999_rev	0	0	0	0	0	5	0	0
chr2_37289356_37293271_rev	0	0	0	0	2	0	0	0
